slug,last_commit_date,language,determination_tool,determination_date
balin77/ExcelDesignListBox,2019-01-01T22:24:40Z,VBA,github-linguist 8.0.1,2024-10-19T06:29:37Z
robm111/CARQUESTEDB,2018-12-31T00:24:12Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T07:03:23Z
sugimoto0614/MCProtocol,2018-12-31T00:47:30Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T07:03:23Z
madtbr/EspacoCorujona,2018-12-13T17:50:43Z,Visual Basic 6.0,github-linguist 8.0.1,2024-10-19T07:03:23Z
godlike9999/client_onboarding_enrichment,2018-12-31T02:18:37Z,Visual Basic 6.0,github-linguist 8.0.1,2024-10-19T07:03:23Z
godlike9999/Mortgage_Demo,2018-12-31T02:21:08Z,Visual Basic 6.0,github-linguist 8.0.1,2024-10-19T07:03:23Z
nishtha-dutta/Quiz,2018-12-31T03:27:18Z,Visual Basic 6.0,github-linguist 8.0.1,2024-10-19T07:03:23Z
nishtha-dutta/ATM_Management_System,2018-12-31T04:01:46Z,Visual Basic 6.0,github-linguist 8.0.1,2024-10-19T07:03:23Z
Chenx221/LuckyMoney,2018-12-31T04:17:25Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T07:03:23Z
bystc/U,2018-12-31T04:36:00Z,VBScript,github-linguist 8.0.1,2024-10-19T07:03:23Z
ridomin/RidoCRC,2018-12-31T05:11:16Z,Visual Basic 6.0,github-linguist 8.0.1,2024-10-19T07:03:23Z
deepikapawan6/VBA_HW,2018-12-31T05:56:08Z,VBA,github-linguist 8.0.1,2024-10-19T07:03:23Z
adrian1906/EventPhotoMailer,2018-12-31T06:02:12Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T07:03:23Z
VB6Hobbyst7/Minetest-mod-extractor,2018-12-31T07:28:39Z,VBScript,github-linguist 8.0.1,2024-10-19T07:03:23Z
AnkitaSanyogita/myspace,2018-12-31T09:56:01Z,Visual Basic 6.0,github-linguist 8.0.1,2024-10-19T07:03:23Z
kallelay/RV-Car-Studio,2018-12-31T10:00:22Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T07:03:23Z
docmalkovich/sap-bi4-excel-unx,2018-12-31T11:10:24Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T07:03:23Z
S4nop/SkkuNoticeChecker,2018-12-31T13:05:19Z,Visual Basic 6.0,github-linguist 8.0.1,2024-10-19T07:03:23Z
SlappedByMoe/Traige-Boss,2018-12-31T14:19:32Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T07:03:23Z
donkizzy/Enrollment-Sample,2018-12-31T14:30:48Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T07:03:23Z
Kraftsman1/BankChargeApp,2018-12-07T14:17:03Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T07:03:23Z
Kraftsman1/vbAssignment,2018-12-31T15:04:57Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T07:03:23Z
donaldsteele/cheese-and-crackers,2018-12-31T17:27:31Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T07:03:23Z
pdjdev/PocketFanMgr,2018-12-31T18:01:44Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T07:03:23Z
rbhandar/StudentManagement,2018-12-30T01:46:55Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T08:04:22Z
luvitale/MayorOMenor,2018-09-22T06:49:50Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T08:04:22Z
adaept/ae-adaal-component,2018-12-30T05:25:55Z,VBA,github-linguist 8.0.1,2024-10-19T08:04:22Z
wtnsahyugi/docker-php,2018-12-30T08:17:05Z,Visual Basic 6.0,github-linguist 8.0.1,2024-10-19T08:04:22Z
khenzel/BleemSyncGameTransferTool,2018-12-30T09:30:34Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T08:04:22Z
KaranKamat0506/Encryptor,2018-12-30T10:21:55Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T08:04:22Z
shadabsk/visualbasiclab,2018-12-30T10:48:09Z,Visual Basic 6.0,github-linguist 8.0.1,2024-10-19T08:04:22Z
csMiz/Project322KruskalMaze,2018-12-30T12:10:34Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T08:04:22Z
VB6Hobbyst7/befunge,Unknown (repo deleted or no commits),Unknown,github-linguist 8.0.1,2024-10-19T08:04:22Z
muzamilsajid/Poker2,2018-12-30T12:35:30Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T08:04:22Z
cuongnguyen998/GIT-ERPSystem,2018-12-30T13:35:50Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T08:04:22Z
TGihan/CS-Projects-01,2018-12-30T14:52:16Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T08:04:22Z
MERG-DEV/SemaSet,2008-06-23T18:52:59Z,Visual Basic 6.0,github-linguist 8.0.1,2024-10-19T08:04:22Z
X-SLAYER/Breaches-Emails,2018-12-30T16:29:26Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T08:04:22Z
solemnrex/MyExercises,2018-12-30T16:44:52Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T08:04:22Z
vincentiusbudhyanto/Kalkulasi-Asuransi,2018-12-30T17:38:14Z,Visual Basic 6.0,github-linguist 8.0.1,2024-10-19T08:04:22Z
richard506/AwayRJN,2018-12-30T18:46:11Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T08:04:22Z
AnandaRauf/Management-Stock-Product-Program-VB,Unknown (repo deleted or no commits),Unknown,github-linguist 8.0.1,2024-10-19T08:04:22Z
ariuser5/Arduino_LibraryDeployer,2018-12-30T23:58:55Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T08:04:22Z
ZulNs/Windows-Virtual-Access-Point,2018-12-29T06:53:22Z,VBScript,github-linguist 8.0.1,2024-10-19T09:03:21Z
ZulNs/Windows-Lock-Directory,2018-12-29T06:58:24Z,VBScript,github-linguist 8.0.1,2024-10-19T09:03:21Z
ZulNs/Windows-runas,2018-12-29T07:05:14Z,VBScript,github-linguist 8.0.1,2024-10-19T09:03:21Z
ZulNs/Windows-Securely-Delete,2018-12-29T07:10:17Z,VBScript,github-linguist 8.0.1,2024-10-19T09:03:21Z
ZulNs/Windows-Scientific-Calculator,2018-12-29T08:21:35Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T09:03:21Z
ZulNs/Number-to-Text-Converter,2018-12-29T08:30:41Z,VBA,github-linguist 8.0.1,2024-10-19T09:03:21Z
tnordal/GaugeXlAddin,2018-12-29T08:32:27Z,VBA,github-linguist 8.0.1,2024-10-19T09:03:21Z
yaonew/docker-training,2018-12-29T08:53:42Z,Visual Basic 6.0,github-linguist 8.0.1,2024-10-19T09:03:21Z
CQHL/VBA,2018-12-29T09:42:50Z,VBA,github-linguist 8.0.1,2024-10-19T09:03:21Z
bagaswibowo/projectarduino_ultrasonik,2018-12-29T11:07:50Z,Visual Basic 6.0,github-linguist 8.0.1,2024-10-19T09:03:21Z
sanlucasd/colossusAmin_Desktop,2018-12-29T12:36:55Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T09:03:21Z
iotinterconlabs/RelaySerialCommunication,2018-12-29T13:49:37Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T09:03:21Z
FajarLaksono/sistem-pakar-diagnosis-kerusakan-vb6,2018-12-29T14:03:22Z,Visual Basic 6.0,github-linguist 8.0.1,2024-10-19T09:03:21Z
FajarLaksono/spk-ahp-vb,Unknown (repo deleted or no commits),Unknown,github-linguist 8.0.1,2024-10-19T09:03:21Z
FajarLaksono/RentalMobil-VB6,2018-12-29T14:16:41Z,Visual Basic 6.0,github-linguist 8.0.1,2024-10-19T09:03:21Z
FajarLaksono/PeminjamanUang-VB6,2018-12-29T14:18:14Z,Visual Basic 6.0,github-linguist 8.0.1,2024-10-19T09:03:21Z
HieuMinh19/DoAnQuanLyDaiLy,2018-12-28T13:43:08Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T09:03:21Z
nasersobhan/vbnet-updater-checker,2018-12-29T16:13:57Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T09:03:21Z
gdlluiz/macros,2018-12-29T16:56:25Z,VBA,github-linguist 8.0.1,2024-10-19T09:03:21Z
muscaiu/Whist,2018-12-29T16:56:59Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T09:03:21Z
limbo666/Esp-Config,2018-12-29T17:31:44Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T09:03:21Z
Twodio/GVXML,2018-12-29T17:31:27Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T09:03:21Z
kyusiks/VisualBasicProjects,2018-12-29T17:39:12Z,Visual Basic 6.0,github-linguist 8.0.1,2024-10-19T09:03:21Z
gddmad/alarm-clock,2018-12-29T21:29:52Z,BASIC,github-linguist 8.0.1,2024-10-19T09:03:21Z
abdghn/Algoritma-dan-Pemrograman-1,2018-12-29T21:30:43Z,BASIC,github-linguist 8.0.1,2024-10-19T09:03:21Z
WRE-INSIGHT/votingREPO,2018-12-28T01:48:19Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T10:03:40Z
myluki2000/XnaPlatformerEditor,2018-12-28T01:51:27Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T10:03:40Z
Phakkhapon/MyLib_Net,2018-12-28T02:40:34Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T10:03:40Z
jayden-wheeler/lsat,2018-12-28T02:59:58Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T10:03:40Z
Yizack/clinicabd,2018-12-28T04:07:25Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T10:03:40Z
meizihuai/GitTest2,2018-12-28T04:09:37Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T10:03:40Z
meizihuai/gitTest,2018-12-28T04:18:44Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T10:03:40Z
ejavier8205/vbsScripts,2018-12-28T05:45:51Z,HTML,github-linguist 8.0.1,2024-10-19T10:03:40Z
VB6Hobbyst7/network-planning,2018-12-28T05:59:39Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T10:03:40Z
radenaryayusuf/KeuanganUnsur_Project,2018-12-28T06:33:42Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T10:03:40Z
crewst/SequenceDecks,2018-12-28T02:24:15Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T10:03:40Z
principal6/CountCharacters,2018-12-28T08:39:47Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T10:03:40Z
principal6/LineSorter,2018-12-28T08:58:01Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T10:03:40Z
siriporn257369/PRojectVBLIW,2018-12-28T09:00:52Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T10:03:40Z
MaxCordan/outlook_add_pst,2018-12-28T09:13:34Z,VBScript,github-linguist 8.0.1,2024-10-19T10:03:40Z
principal6/HUFS_GSIT_CAT,2018-12-28T09:13:30Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T10:03:40Z
ParulDixit-Spok/Spok-Medicall-PageToEmail1,2018-12-28T09:23:43Z,Visual Basic 6.0,github-linguist 8.0.1,2024-10-19T10:03:40Z
lucbontemps/PoliceGIS,2018-12-28T14:31:29Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T10:03:40Z
KedarGhadge/kd,Unknown (repo deleted or no commits),Unknown,github-linguist 8.0.1,2024-10-19T10:03:40Z
arsku77/basic-docker,2018-12-28T18:28:50Z,Visual Basic 6.0,github-linguist 8.0.1,2024-10-19T10:03:40Z
sqville/b2c,2018-12-28T18:46:57Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T10:03:40Z
ZulNs/Z80-Assembler,2018-12-28T18:48:45Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T10:03:40Z
ZulNs/Z80-Debugger,2018-12-28T18:51:06Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T10:03:40Z
hansdeboeck/PizzaOS,2018-12-28T19:34:44Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T10:03:40Z
muhliscokadar/The_VBA_of_Wall_Street,2018-12-28T20:14:56Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T10:03:40Z
germashevanton/NXPliginForSldAndTollpathGeneration,2018-12-28T20:09:53Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T10:03:40Z
bodrick/Ember-MM,2018-12-28T21:05:04Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T10:03:40Z
aktai0/Path-of-Exile-Chat-Helper,2018-12-28T21:41:31Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T10:03:40Z
Sumudu202/Library-Information-System-SMS,2018-12-28T21:45:52Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T10:03:40Z
geneb/Graphics-QuickScreen,2018-12-27T00:10:33Z,BASIC,github-linguist 8.0.1,2024-10-19T12:05:25Z
geneb/GraphicsWorkshop,2018-12-27T00:11:12Z,BASIC,github-linguist 8.0.1,2024-10-19T12:05:25Z
geneb/GraphPak,2018-12-27T00:25:08Z,BASIC,github-linguist 8.0.1,2024-10-19T12:05:25Z
geneb/LaserPak,2018-12-27T00:26:16Z,BASIC,github-linguist 8.0.1,2024-10-19T12:05:25Z
geneb/PDQComm,2018-12-27T00:27:36Z,BASIC,github-linguist 8.0.1,2024-10-19T12:05:25Z
geneb/QuickMenu,2018-12-27T00:28:49Z,BASIC,github-linguist 8.0.1,2024-10-19T12:05:25Z
geneb/QuickPakScientific,2018-12-27T00:30:46Z,BASIC,github-linguist 8.0.1,2024-10-19T12:05:25Z
geneb/QuickScreen,2018-12-27T00:31:35Z,BASIC,github-linguist 8.0.1,2024-10-19T12:05:25Z
geneb/XREF,2018-12-27T00:32:12Z,BASIC,github-linguist 8.0.1,2024-10-19T12:05:25Z
NicolasVILLETTE/VBA,2018-12-27T01:45:09Z,VBScript,github-linguist 8.0.1,2024-10-19T12:05:25Z
ourfor/DesignPattern,2018-12-26T19:05:31Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T12:05:25Z
raushansinha/WinMobile_VB,2018-12-27T04:21:49Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T12:05:25Z
hmawla/SafeBoxes_TS2_ALAFAK,2018-12-27T08:25:48Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T12:05:25Z
xant1986/MonitoringAgent,2018-02-23T14:11:15Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T12:05:25Z
jiaolianxin/smileTool,2018-12-27T09:05:36Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T12:05:25Z
xant1986/MonitoringServer,2018-02-23T14:13:10Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T12:05:25Z
fikriirsyd/fikri,2018-12-27T11:58:19Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T12:05:25Z
byronmews/impl-gmc-lims,2018-12-27T14:54:49Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T12:05:25Z
Alchyr/taiko,2018-12-27T16:19:45Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T12:05:25Z
misiaty/OptiMed,2018-12-18T19:09:08Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T12:05:25Z
Hafiznurhuda/Hafizdata,2018-12-27T16:37:47Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T12:05:25Z
sn95033/Excel-homework,2018-12-27T16:49:10Z,VBScript,github-linguist 8.0.1,2024-10-19T12:05:25Z
AnandaRauf/Source-Program-Visual-Basic-6,Unknown (repo deleted or no commits),Unknown,github-linguist 8.0.1,2024-10-19T12:05:25Z
AnandaRauf/Source-Code-Program-Visual-Studio-2015-Apps-Toko-,2018-12-27T17:23:28Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T12:05:25Z
stefanlabuschagne/DAISY-5,Unknown (repo deleted or no commits),Unknown,github-linguist 8.0.1,2024-10-19T12:05:25Z
angellagos/prueba_visual,2018-12-27T18:03:44Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T12:05:25Z
AlfonsoJazz/Sistema_Preanalisis_Importaciones_Exportaciones_OXIEMP,2018-12-27T18:22:01Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T12:05:25Z
kaiijimenez/bootcamp-go,2018-12-27T18:46:37Z,Visual Basic 6.0,github-linguist 8.0.1,2024-10-19T12:05:25Z
asuarez-yseop/LibCubeMacros-Test,2018-12-27T20:20:25Z,VBA,github-linguist 8.0.1,2024-10-19T12:05:25Z
NoMas99/StandardCalculator,2018-12-27T19:49:05Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T12:05:25Z
OS2World/DEV-SAMPLES-BASIC-OS2_Toolkit_MS_Basic,2018-12-26T02:04:42Z,BASIC,github-linguist 8.0.1,2024-10-19T13:06:44Z
AndreySetiawan/coba,2018-12-26T02:53:25Z,Visual Basic 6.0,github-linguist 8.0.1,2024-10-19T13:06:44Z
nguyenphucduc09081998/DoAnCongNghePhanMem,2018-12-26T05:13:26Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T13:06:44Z
VarunSaiTeja/P2-Root-Tool,2018-12-26T05:44:47Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T13:06:44Z
VisualMonsters/WorkingWithExcel,2018-12-26T09:03:18Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T13:06:44Z
tom-2015/unPCB,2018-12-26T09:40:52Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T13:06:44Z
otbr/Monster-Maker,2018-12-26T10:09:17Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T13:06:44Z
AbeForty/Jeopardy,2018-12-26T11:50:44Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T13:06:44Z
codemaker2015/eBilling,2018-12-26T12:04:42Z,Visual Basic 6.0,github-linguist 8.0.1,2024-10-19T13:06:44Z
codemaker2015/Antivirus,2018-12-26T12:54:23Z,Visual Basic 6.0,github-linguist 8.0.1,2024-10-19T13:06:44Z
codemaker2015/Multi-User-Chat,2018-12-26T13:02:39Z,Visual Basic 6.0,github-linguist 8.0.1,2024-10-19T13:06:44Z
codemaker2015/Software-Inventory-System-in-VB,2018-12-26T13:49:13Z,Visual Basic 6.0,github-linguist 8.0.1,2024-10-19T13:06:44Z
codemaker2015/Steganos,2018-12-26T13:51:50Z,Visual Basic 6.0,github-linguist 8.0.1,2024-10-19T13:06:44Z
All-Tech/CommonModel,2018-12-26T15:10:28Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T13:06:44Z
jcwchriswalker/OWIN_WebForms_vb,2018-12-26T15:56:59Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T13:06:44Z
nmaize/HW2_VBA,2018-12-26T16:46:23Z,VBA,github-linguist 8.0.1,2024-10-19T13:06:44Z
nguyenphucduc09081998/DoAnMoHinhHoa,2018-12-26T16:51:45Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T13:06:44Z
gerardbalaoro/MpressGUI,2018-12-26T16:58:17Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T13:06:44Z
iavtamvan/CRUD-MS-ACCES-VISUAL-BASIC-BIODATA,2018-12-26T18:08:32Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T13:06:44Z
srinathgudimetla/metadata-extraction,2018-12-26T20:13:04Z,VBA,github-linguist 8.0.1,2024-10-19T13:06:44Z
Miguel6591/CurriculaVitarum,2018-12-26T21:06:57Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T13:06:44Z
LauraCamilaH/SistemasInformacionCun,2018-11-02T22:42:21Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T13:06:44Z
OS2World/DEV-SAMPLES-BASIC-PM-PMBasic,2018-12-26T21:33:49Z,BASIC,github-linguist 8.0.1,2024-10-19T13:06:44Z
augustoacerbo/Ao-server,2018-12-18T22:00:21Z,Visual Basic 6.0,github-linguist 8.0.1,2024-10-19T13:06:44Z
PascalUK/ExcelAddInAccounting,2018-12-26T22:29:55Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T13:06:44Z
alexiskaselouris/WindowsApp,2018-12-26T22:55:52Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T13:06:44Z
suittoscience/Stock_Market_Analysis,2018-12-26T23:07:23Z,VBScript,github-linguist 8.0.1,2024-10-19T13:06:44Z
BenUsesGit/ZugProjekt,2018-12-26T23:55:47Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T13:06:44Z
AlexsaniKY/wRPG-wRongPlayingGame,2018-12-25T03:00:14Z,VBScript,github-linguist 8.0.1,2024-10-19T15:03:30Z
loshumey/NumberGame,2018-12-25T02:59:01Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T15:03:30Z
leocgpe/VBNET_Modelo,2018-12-25T03:22:35Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T15:03:30Z
woodisme/wcpay,2018-12-25T05:19:41Z,B4X,github-linguist 8.0.1,2024-10-19T15:03:30Z
Aisaraporn/VBLAB,2018-12-25T05:23:20Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T15:03:30Z
Weerada211041/VBLAB,2018-12-20T12:47:53Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T15:03:30Z
dlsrn1047/project01,2018-12-25T06:03:14Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T15:03:30Z
ibaloyan/Stock_Analysis_with_VBA,2018-12-25T08:16:48Z,VBA,github-linguist 8.0.1,2024-10-19T15:03:30Z
jin234/VBClass7,2018-12-25T09:48:03Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T15:03:30Z
RUNAW4Yx/VB-Class7,2018-12-25T09:49:15Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T15:03:30Z
Sureelak5225/ProjectVB,2018-12-25T10:22:00Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T15:03:30Z
r-arimura7/max_draw_down_calc,2018-12-25T11:50:05Z,VBA,github-linguist 8.0.1,2024-10-19T15:03:30Z
VarunSaiTeja/SendTo-Manager,2018-12-25T14:18:26Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T15:03:30Z
VarunSaiTeja/Brotli-Rom-Manager,2018-12-25T14:35:38Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T15:03:30Z
mocanet/MocaControls,2018-12-25T15:10:38Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T15:03:30Z
TheBeachMaster/frills,2018-12-25T15:26:07Z,VBScript,github-linguist 8.0.1,2024-10-19T15:03:30Z
TheJoyfulProgrammer/QB64-Demos-by-Waltersmind,2018-12-25T17:12:35Z,BASIC,github-linguist 8.0.1,2024-10-19T15:03:30Z
SyoheiYamaki/docker-rails,2018-12-25T17:14:50Z,Visual Basic 6.0,github-linguist 8.0.1,2024-10-19T15:03:30Z
ofekkazes/satcom,2018-12-25T17:48:23Z,VBScript,github-linguist 8.0.1,2024-10-19T15:03:30Z
EarlVanderhoff/VideoLab,2018-12-25T18:28:25Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T15:03:30Z
Alienigenaro/downloads,2018-12-25T18:47:58Z,VBScript,github-linguist 8.0.1,2024-10-19T15:03:30Z
volond1975/texmap,2018-12-25T20:48:02Z,VBA,github-linguist 8.0.1,2024-10-19T15:03:30Z
Pariyakorn11/lab3-4,2018-12-24T02:06:24Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T16:03:59Z
chantamonbam/Lab3_4,2018-12-24T01:56:38Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T16:03:59Z
mreinders13/ATM,2018-12-24T03:52:02Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T16:03:59Z
ghost0507/Cyberlink_MultiPatch_Software_TeamREiS_2014,2018-12-24T04:18:44Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T16:03:59Z
mreinders13/Bank,2018-12-24T05:09:38Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T16:03:59Z
mreinders13/Financial-Calculator,2018-12-24T05:19:28Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T16:03:59Z
loshumey/RandomSeat,2018-12-24T05:09:50Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T16:03:59Z
Amarathasan15/sggsg,2018-12-24T06:04:51Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T16:03:59Z
yenpuren/FFSUtil,2018-12-24T06:30:50Z,VBScript,github-linguist 8.0.1,2024-10-19T16:03:59Z
chantamonbam/frmLab5,2018-12-24T08:50:35Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T16:03:59Z
chantamonbam/-frmLab5,2018-12-24T08:54:18Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T16:03:59Z
edwudw/SDD-Project,2018-12-24T09:47:15Z,Visual Basic 6.0,github-linguist 8.0.1,2024-10-19T16:03:59Z
xxdoc/VisualBasic6-1,2018-12-24T12:43:10Z,Visual Basic 6.0,github-linguist 8.0.1,2024-10-19T16:03:59Z
mrcat323/basic-sums,2018-12-24T13:07:20Z,BASIC,github-linguist 8.0.1,2024-10-19T16:03:59Z
Roninchen/ghost_blog,2018-12-24T15:15:21Z,Visual Basic 6.0,github-linguist 8.0.1,2024-10-19T16:03:59Z
jorgeMunozMartinez/BasesDeDatos,2018-12-24T16:09:24Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T16:03:59Z
jiankuniii/git,2018-12-24T16:07:00Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T16:03:59Z
LucidaDragon/DraconicMatters,2018-12-24T18:18:14Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T16:03:59Z
type0dev/Shining-Editor,2018-12-24T21:56:12Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T16:03:59Z
karenpayneoregon/DatabaseSelectiveConnectionStrings,2018-12-24T22:35:32Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T16:03:59Z
Ano-Ha4enda/VBAPainter,2018-12-24T23:57:01Z,Visual Basic 6.0,github-linguist 8.0.1,2024-10-19T16:03:59Z
OliverLeisten-Helix/Projects,2018-12-23T00:22:09Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T19:03:44Z
matiassea/VisualBasic,2018-12-23T01:20:23Z,VBA,github-linguist 8.0.1,2024-10-19T19:03:44Z
jsankuri2013/WebApplication1,2018-12-23T01:35:27Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T19:03:44Z
nghthanhtam/QuanLyNhaSach,2018-08-26T07:54:04Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T19:03:44Z
prasannadharm/Activator,2018-12-23T03:09:23Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T19:03:44Z
HassanJasim/Visual-Basic-Programs,2018-12-23T05:05:05Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T19:03:44Z
Liuhaoge/simulation-system-of-stock-trading,2018-12-23T09:25:31Z,Visual Basic 6.0,github-linguist 8.0.1,2024-10-19T19:03:44Z
skyllex94/MD5crypter,2018-12-23T09:47:29Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T19:03:44Z
Bertrand-47/Hydra-Virus-VB,2018-12-23T11:11:10Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T19:03:44Z
irpekek/PengingatVB,2018-12-23T12:30:09Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T19:03:44Z
